Nome de Pregão,Razão Social,Tipo,Segmento,CNPJ,Ticker
3M,3M COMPANY,,DRN,,MMMC34
3R PETROLEUM,3R PETROLEUM ÓLEO E GÁS S.A,ON,NM,12.091.809/0001-55,RRRP3
524 PARTICIP,524 PARTICIPACOES S.A.,ON,MB,01.851.771/0001-55,QVQP3B
AB INBEV,ANHEUSER-BUSCH INBEV SA/NV,,DRN,,ABUD34
ABB LTD,ABB LTD,,DRN,,A1BB34
ABBOTT,ABBOTT LABORATORIES,,DRN,,ABTT34
ABBVIE,ABBVIE INC.,,DRN,,ABBV34
ABC BRASIL,BCO ABC BRASIL S.A.,PN DIR,N2,28.195.667/0001-06,ABCB2
ABC BRASIL,BCO ABC BRASIL S.A.,PN,N2,28.195.667/0001-06,ABCB4
ABIOMED INC,ABIOMED Inc,,DRN,,A1BM34
ACCENTURE,ACCENTURE PLC,,DRN,,ACNB34
ACO ALTONA,ELECTRO ACO ALTONA S.A.,PN,,82.643.537/0001-34,EALT4
ACO ALTONA,ELECTRO ACO ALTONA S.A.,ON,,82.643.537/0001-34,EALT3
ACTIVISION,ACTIVISION BLIZZARD INC,,DRN,,ATVI34
ADOBE INC,ADOBE INC,,DRN,,ADBE34
ADVANCE AUTO,ADVANCE AUTO PARTS INC,,DRN,,A1AP34
ADVANCED MIC,ADVANCED MICRO DEVICES INC,,DRN,,A1MD34
AEGON NV,AEGON NV,,DRN,,A1EG34
AERIS,AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S/A,ON,NM,12.528.708/0001-07,AERI3
AES CORP,AES CORP,,DRN,,A1ES34
AES TIETE E,AES TIETE ENERGIA SA,UNT,N2,04.128.563/0001-10,TIET11
AES TIETE E,AES TIETE ENERGIA SA,PN,N2,04.128.563/0001-10,TIET4
AES TIETE E,AES TIETE ENERGIA SA,ON,N2,04.128.563/0001-10,TIET3
AFLAC INC,AFLAC INC,,DRN,,A1FL34
AFLUENTE T,AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A,ON,,10.338.320/0001-00,AFLT3
AGILENT TECH,AGILENT TECHNOLOGIES INC,,DRN,,A1GI34
AIG GROUP,AMERICAN INTERNATIONAL GROUP INC.,,DRN,,AIGB34
AIR PRODUCTS,AIR PRODUCTS & CHEMICALS INC,,DRN,,A1PD34
AKAMAI TECHN,AKAMAI TECHNOLOGIES INC,,DRN,,A1KA34
ALASKA AIR G,ALASKA AIR GROUP INC,,DRN,,A1LK34
ALBEMARLE CO,ALBEMARLE CORP,,DRN,,A1LB34
ALEF S/A,ALEF S.A.,ON,MB,02.217.319/0001-07,ALEF3B
ALEXANDRIA R,ALEXANDRIA REAL ESTATE EQUITIES INC,,DRN,,A1RE34
ALEXION PHAR,ALEXION PHARMACEUTICALS INC,,DRN,,A1LX34
ALFA CONSORC,CONSORCIO ALFA DE ADMINISTRACAO S.A.,UNT,,17.193.806/0001-46,BRGE11
ALFA CONSORC,CONSORCIO ALFA DE ADMINISTRACAO S.A.,PND,,17.193.806/0001-46,BRGE8
ALFA CONSORC,CONSORCIO ALFA DE ADMINISTRACAO S.A.,PNC,,17.193.806/0001-46,BRGE7
ALFA CONSORC,CONSORCIO ALFA DE ADMINISTRACAO S.A.,PNB,,17.193.806/0001-46,BRGE6
ALFA CONSORC,CONSORCIO ALFA DE ADMINISTRACAO S.A.,PNA,,17.193.806/0001-46,BRGE5
ALFA CONSORC,CONSORCIO ALFA DE ADMINISTRACAO S.A.,ON,,17.193.806/0001-46,BRGE3
ALFA CONSORC,CONSORCIO ALFA DE ADMINISTRACAO S.A.,,,17.193.806/0001-46,BRGE12
ALFA FINANC,FINANCEIRA ALFA S.A.- CRED FINANC E INVS,PN,,17.167.412/0001-13,CRIV4
ALFA FINANC,FINANCEIRA ALFA S.A.- CRED FINANC E INVS,ON,,17.167.412/0001-13,CRIV3
ALFA HOLDING,ALFA HOLDINGS S.A.,PNB,,17.167.396/0001-69,RPAD6
ALFA HOLDING,ALFA HOLDINGS S.A.,PNA,,17.167.396/0001-69,RPAD5
ALFA HOLDING,ALFA HOLDINGS S.A.,ON,,17.167.396/0001-69,RPAD3
ALFA INVEST,BCO ALFA DE INVESTIMENTO S.A.,PN,,60.770.336/0001-65,BRIV4
ALFA INVEST,BCO ALFA DE INVESTIMENTO S.A.,ON,,60.770.336/0001-65,BRIV3
ALIANSCSONAE,ALIANSCE SONAE SHOPPING CENTERS S.A.,ON,NM,05.878.397/0001-32,ALSO3
ALIBABAGR,ALIBABA GROUP HOLDING LTD,,DRN,,BABA34
ALIGN TECHNO,ALIGN TECHNOLOGY INC,,DRN,,A1LG34
ALIPERTI,SIDERURGICA J. L. ALIPERTI S.A.,PN,,61.156.931/0001-78,APTI4
ALIPERTI,SIDERURGICA J. L. ALIPERTI S.A.,ON,,61.156.931/0001-78,APTI3
ALL NORTE,RUMO MALHA NORTE S.A.,PNB,MB,24.962.466/0001-36,FRRN6B
ALL NORTE,RUMO MALHA NORTE S.A.,PNA,MB,24.962.466/0001-36,FRRN5B
ALL NORTE,RUMO MALHA NORTE S.A.,ON,MB,24.962.466/0001-36,FRRN3B
ALLEGION PLC,ALLEGION PLC,,DRN,,A1GN34
ALLIANCE DAT,ALLIANCE DATA SYSTEMS CORP,,DRN,,A1LL34
ALLIANT ENER,ALLIANT ENERGY CORP,,DRN,,A1EN34
ALLIAR,CENTRO DE IMAGEM DIAGNOSTICOS S.A.,ON,NM,42.771.949/0001-35,AALR3
ALLSTATE COR,ALLSTATE CORP,,DRN,,A1TT34
ALNYLAM PHAR,ALNYLAM PHARMACEUTICALS INC,,DRN,,A1LN34
ALPARGATAS,ALPARGATAS S.A.,PN,N1,61.079.117/0001-05,ALPA4
ALPARGATAS,ALPARGATAS S.A.,ON,N1,61.079.117/0001-05,ALPA3
ALPER S.A.,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,ON,NM,11.721.921/0001-60,APER3
ALPHABET,ALPHABET INC.,,DRN,,GOGL34
ALPHABET,ALPHABET INC.,,DRN,,GOGL35
ALPHAVILLE,ALPHAVILLE S.A.,UNT,NM,16.811.931/0001-00,AVLL11
ALPHAVILLE,ALPHAVILLE S.A.,ON,NM,16.811.931/0001-00,AVLL3
ALTERYX INC,ALTERYX INC,,DRN,,A1YX34
ALTRIA GROUP,ALTRIA GROUP. INC.,,DRN,,MOOO34
ALUPAR,ALUPAR INVESTIMENTO S/A,UNT,N2,08.364.948/0001-38,ALUP11
ALUPAR,ALUPAR INVESTIMENTO S/A,PN,N2,08.364.948/0001-38,ALUP4
ALUPAR,ALUPAR INVESTIMENTO S/A,ON,N2,08.364.948/0001-38,ALUP3
AMAZON,AMAZON.COM. INC,,DRN,,AMZO34
AMAZONIA,BCO AMAZONIA S.A.,ON,,04.902.979/0001-44,BAZA3
AMBEV S/A,AMBEV S.A.,ON,,07.526.557/0001-00,ABEV3
AMBIPAR,AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,ON,NM,12.648.266/0001-24,AMBP3
AMCOR PLC,AMCOR PLC,,DRN,,A1CR34
AMEREN CORP,AMEREN CORP,,DRN,,A1EE34
AMERICAMOVIL,AMÉRICA MÓVIL SAB DE CV,,DRN,,A1MX34
AMERICAN AIR,AMERICAN AIRLINES GROUP INC.,,DRN,,AALL34
AMERICAN ELE,AMERICAN ELECTRIC POWER CO INC,,DRN,,A1EP34
AMERICAN EXP,AMERICAN EXPRESS COMPANY,,DRN,,AXPB34
AMERICAN TOW,AMERICAN TOWER CORP,,DRN,,T1OW34
AMERICAN WAT,AMERICAN WATER WORKS CO INC,,DRN,,A1WK34
AMERIPRISE F,AMERIPRISE FINANCIAL INC,,DRN,,A1MP34
AMERISOURCEB,AMERISOURCEBERGEN CORP,,DRN,,A1MB34
AMETEK INC,AMETEK INC,,DRN,,A1ME34
AMGEN,AMGEN INC.,,DRN,,AMGN34
AMPHENOL COR,AMPHENOL CORP,,DRN,,A1PH34
AMPLA ENERG,AMPLA ENERGIA E SERVICOS S.A.,ON,,33.050.071/0001-58,CBEE3
ANALOG DEVIC,ANALOG DEVICES INC,,DRN,,A1DI34
ANGLOGOLD AS,ANGLOGOLD ASHANTI LTD,,DRN,,A1UA34
ANIMA,ANIMA HOLDING S.A.,ON,NM,09.288.252/0001-32,ANIM3
ANSYS INC,ANSYS INC,,DRN,,A1NS34
ANTHEM INC,ANTHEM INC,,DRN,,A1NT34
AO SMITH COR,AO SMITH CORP,,DRN,,A1OS34
AON PLC,AON PLC,,DRN,,A1ON34
APACHE CORP,APACHE CORP,,DRN,,A1PA34
APARTMENT IN,APARTMENT INVESTMENT & MANAGEMENT CO,,DRN,,A1IV34
APPLE,APPLE INC.,,DRN,,AAPL34
APPLIED MATE,APPLIED MATERIALS INC,,DRN,,A1MT34
APTIV PLC,APTIV PLC,,DRN,,APTV34
ARCELOR,ARCELORMITTAL,,DRN,,ARMT34
ARCHER DANIE,ARCHER-DANIELS-MIDLAND CO,,DRN,,A1DM34
AREZZO CO,AREZZO INDÚSTRIA E COMÉRCIO S.A.,ON,NM,16.590.234/0001-76,ARZZ3
ARGENX SE,ARGENX SE,,DRN,,A1RG34
ARISTA NETWO,ARISTA NETWORKS INC,,DRN,,A1NE34
ARMSTRONG,ARMSTRONG WORLD INDUSTRIES INC,,DRN,,AWII34
ARTHUR J GAL,ARTHUR J GALLAGHER & CO,,DRN,,A1JG34
ASCENDIS PHA,ASCENDIS PHARMA A/S,,DRN,,A1SN34
ASML HOLD,ASML HOLDING NV,,DRN,,ASML34
ASSURANT INC,ASSURANT INC,,DRN,,A1SU34
ASTRAZENECA,ASTRAZENECA PLC,,DRN,,A1ZN34
ATLASSIAN CO,ATLASSIAN CORPORATION PLC,,DRN,,T1AM34
ATMASA,ATMA PARTICIPAÇÕES S.A.,ON,NM,04.032.433/0001-80,ATMP3
ATMOS ENERGY,ATMOS ENERGY CORP,,DRN,,A1TM34
ATOMPAR,ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,ON,,00.359.742/0001-08,ATOM3
ATT INC,AT&T INC.,,DRN,,ATTB34
AURA 360,AURA MINERALS INC.,,DR3,07.857.093/0001-14,AURA33
AUTODESK INC,AUTODESK INC,,DRN,,A1UT34
AUTOHOME INC,AUTOHOME INC,,DRN,,A1TH34
AUTOMATIC DT,AUTOMATIC DATA PROCESSING INC,,DRN,,ADPR34
AUTOZONE INC,AUTOZONE INC,,DRN,,AZOI34
AVALONBAY CO,AVALONBAY COMMUNITIES INC,,DRN,,A1VB34
AVERY DENNIS,AVERY DENNISON CORP,,DRN,,A1VY34
AZEVEDO,AZEVEDO E TRAVASSOS S.A.,PN,,61.351.532/0001-68,AZEV4
AZEVEDO,AZEVEDO E TRAVASSOS S.A.,ON,,61.351.532/0001-68,AZEV3
AZUL,AZUL S.A.,PN,N2,09.305.994/0001-29,AZUL4
B2W DIGITAL,B2W - COMPANHIA DIGITAL,ON,NM,00.776.574/0001-56,BTOW3
B3,B3 S.A. - BRASIL. BOLSA. BALCÃO,ON,NM,09.346.601/0001-25,B3SA3
BAHEMA,BAHEMA EDUCAÇÃO S.A.,ON,MA,45.987.245/0001-92,BAHI3
BAIDU INC,BAIDU INC,,DRN,,BIDU34
BAKER HUGHES,BAKER HUGHES CO,,DRN,,B1KR34
BALL CORP,BALL CORP,,DRN,,B1LL34
BANCO BMG,BANCO BMG S.A.,PN,N1,61.186.680/0001-74,BMGB4
BANCO INTER,BANCO INTER S.A.,UNT,N2,00.416.968/0001-01,BIDI11
BANCO INTER,BANCO INTER S.A.,PN,N2,00.416.968/0001-01,BIDI4
BANCO INTER,BANCO INTER S.A.,ON,N2,00.416.968/0001-01,BIDI3
BANCO PAN,BCO PAN S.A.,PN,N1,59.285.411/0001-13,BPAN4
BANCO SANTAN,BANCO SANTANDER CHILE,,DRN,,B1SA34
BANESE,BCO ESTADO DE SERGIPE S.A. - BANESE,PN,,13.009.717/0001-46,BGIP4
BANESE,BCO ESTADO DE SERGIPE S.A. - BANESE,ON,,13.009.717/0001-46,BGIP3
BANESTES,BANESTES S.A. - BCO EST ESPIRITO SANTO,PN,,28.127.603/0001-78,BEES4
BANESTES,BANESTES S.A. - BCO EST ESPIRITO SANTO,ON,,28.127.603/0001-78,BEES3
BANK AMERICA,BANK OF AMERICA CORPORATION,,DRN,,BOAC34
BANPARA,BCO ESTADO DO PARA S.A.,ON,,04.913.711/0001-08,BPAR3
BANRISUL,BCO ESTADO DO RIO GRANDE DO SUL S.A.,PNB,N1,92.702.067/0001-96,BRSR6
BANRISUL,BCO ESTADO DO RIO GRANDE DO SUL S.A.,PNA,N1,92.702.067/0001-96,BRSR5
BANRISUL,BCO ESTADO DO RIO GRANDE DO SUL S.A.,ON,N1,92.702.067/0001-96,BRSR3
BARCLAYS PLC,BARCLAYS PLC,,DRN,,B1CS34
BARDELLA,BARDELLA S.A. INDUSTRIAS MECANICAS,PN,,60.851.615/0001-53,BDLL4
BARDELLA,BARDELLA S.A. INDUSTRIAS MECANICAS,ON,,60.851.615/0001-53,BDLL3
BATTISTELLA,BATTISTELLA ADM PARTICIPACOES S.A.,ON,,42.331.462/0001-31,BTTL3
BAUMER,BAUMER S.A.,PN,,61.374.161/0001-30,BALM4
BAUMER,BAUMER S.A.,ON,,61.374.161/0001-30,BALM3
BAXTER INTER,BAXTER INTERNATIONAL INC,,DRN,,B1AX34
BBMLOGISTICA,BBM LOGISTICA S.A.,ON,MA,01.107.327/0001-20,BBML3
BBSEGURIDADE,BB SEGURIDADE PARTICIPAÇÕES S.A.,ON,NM,17.344.597/0001-94,BBSE3
BECTON DICKI,BECTON DICKINSON AND CO,,DRN,,B1DX34
BEIGENE LTD,BEIGENE LTD,,DRN,,B1GN34
BERKSHIRE,BERKSHIRE HATHAWAY INC.,,DRN,,BERK34
BEST BUY,BEST BUY CO.. INC.,,DRN,,BBYY34
BETAPART,BETAPART PARTICIPACOES S.A.,ON,MB,02.762.124/0001-30,BETP3B
BHP GROUP,BHP GROUP LTD,,DRN,,BHPG34
BHP GROUP PL,BHP GROUP PLC,,DRN,,B1BL34
BIC MONARK,BICICLETAS MONARK S.A.,ON,,56.992.423/0001-90,BMKS3
BILBAOVIZ,BANCO BILBAO VIZCAYA ARGENTARIA SA,,DRN,,BILB34
BILIBILI INC,BILIBILI INC,,DRN,,B1IL34
BIO-TECHNE C,BIO-TECHNE CORPORATION,,DRN,,T1CH34
BIOGEN,BIOGEN INC.,,DRN,,BIIB34
BIOMARIN PHA,BIOMARIN PHARMACEUTICAL INC,,DRN,,B1MR34
BIOMM,BIOMM S.A.,UNT,MA,04.752.991/0001-10,BIOM11
BIOMM,BIOMM S.A.,ON,MA,04.752.991/0001-10,BIOM3
BIONTECH SE,BIONTECH SE,,DRN,,B1NT34
BIOSEV,BIOSEV S.A.,ON,NM,15.527.906/0001-36,BSEV3
BK BRASIL,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES SA,ON,NM,13.574.594/0001-96,BKBR3
BLACKROCK,BLACKROCK. INC.,,DRN,,BLAK34
BNY MELLON,THE BANK OF NEW YORK MELLON CORPORATION,,DRN,,BONY34
BOA VISTA,BOA VISTA SERVIÇOS S.A.,ON,NM,11.725.176/0001-27,BOAS3
BOEING,THE BOEING COMPANY,,DRN,,BOEI34
BOMBRIL,BOMBRIL S.A.,PN,,50.564.053/0001-03,BOBR4
BOMBRIL,BOMBRIL S.A.,ON,,50.564.053/0001-03,BOBR3
BOOKING,BOOKING HOLDINGS INC,,DRN,,BKNG34
BORGWARNER I,BORGWARNER INC,,DRN,,B1WA34
BOSTON PROP,BOSTON PROPERTIES. INC,,DRN,,BOXP34
BOSTON SCIEN,BOSTON SCIENTIFIC CORP,,DRN,,B1SX34
BP PLC,BP PLC,,DRN,,B1PP34
BR BROKERS,BRASIL BROKERS PARTICIPACOES S.A.,ON,NM,08.613.550/0001-98,BBRK3
BR MALLS PAR,BR MALLS PARTICIPACOES S.A.,ON,NM,06.977.745/0001-91,BRML3
BR PROPERT,BR PROPERTIES S.A.,ON,NM,06.977.751/0001-49,BRPR3
BRADESCO,BCO BRADESCO S.A.,PN,N1,60.746.948/0001-12,BBDC4
BRADESCO,BCO BRADESCO S.A.,ON,N1,60.746.948/0001-12,BBDC3
BRADESPAR,BRADESPAR S.A.,PN,N1,03.847.461/0001-92,BRAP4
BRADESPAR,BRADESPAR S.A.,ON,N1,03.847.461/0001-92,BRAP3
BRASIL,BCO BRASIL S.A.,UNT,NM,00.000.000/0001-91,BBAS11
BRASIL,BCO BRASIL S.A.,ON,NM,00.000.000/0001-91,BBAS3
BRASIL,BCO BRASIL S.A.,,NM,00.000.000/0001-91,BBAS12
BRASILAGRO,BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,ON,NM,07.628.528/0001-59,AGRO3
BRASKEM,BRASKEM S.A.,PNB,N1,42.150.391/0001-70,BRKM6
BRASKEM,BRASKEM S.A.,PNA,N1,42.150.391/0001-70,BRKM5
BRASKEM,BRASKEM S.A.,ON,N1,42.150.391/0001-70,BRKM3
BRAZILIAN SC,BRAZILIAN SECURITIES CIA SECURITIZACAO,,,03.767.538/0001-14,BSCS-CRIT2B0
BRAZILIAN SC,BRAZILIAN SECURITIES CIA SECURITIZACAO,,,03.767.538/0001-14,BSCS-CRIT3B0
BRB BANCO,BRB BCO DE BRASILIA S.A.,PN,,00.000.208/0001-00,BSLI4
BRB BANCO,BRB BCO DE BRASILIA S.A.,ON,,00.000.208/0001-00,BSLI3
BRF SA,BRF S.A.,ON,NM,01.838.723/0001-27,BRFS3
BRISTOLMYERS,BRISTOL-MYERS SQUIBB COMPANY,,DRN,,BMYB34
BRITISH AMER,BRITISH AMERICAN TOBACCO PLC,,DRN,,B1TI34
BROADCOM INC,BROADCOM INC,,DRN,,AVGO34
BROADRIDGE F,BROADRIDGE FINANCIAL SOLUTIONS INC,,DRN,,B1RF34
BROOKFIELD A,BROOKFIELD ASSET MANAGEMENT INC,,DRN,,B1AM34
BROWN FORMAN,BROWN FORMAN CORP,,DRN,,B1FC34
BRPR 56 SEC,BRPR 56 SECURITIZADORA CRED IMOB S.A.,,,06.137.677/0001-52,WTVR-CRI11B0
BRQ,BRQ SOLUCOES EM INFORMATICA S.A.,ON,MA,36.542.025/0001-64,BRQB3
BTGP BANCO,BCO BTG PACTUAL S.A.,UNT,N2,30.306.294/0001-45,BPAC11
BTGP BANCO,BCO BTG PACTUAL S.A.,PNA,N2,30.306.294/0001-45,BPAC5
BTGP BANCO,BCO BTG PACTUAL S.A.,ON,N2,30.306.294/0001-45,BPAC3
CABINDA PART,CABINDA PARTICIPACOES S.A.,ON,MB,04.030.182/0001-02,CABI3B
CABLE ONE IN,CABLE ONE INC,,DRN,,C1AB34
CABOT OIL,CABOT OIL & GAS CORP,,DRN,,C1OG34
CACONDE PART,CACONDE PARTICIPACOES S.A.,ON,MB,04.031.213/0001-31,CACO3B
CADENCE DESI,CADENCE DESIGN SYSTEMS INC,,DRN,,C1DN34
CAMBUCI,CAMBUCI S.A.,ON,,61.088.894/0001-08,CAMB3
CAMIL,CAMIL ALIMENTOS S.A.,ON,NM,64.904.295/0001-03,CAML3
CAMPBELL SOU,Campbell Soup Co,,DRN,,C1PB34
CANAD NATION,CANADIAN NATIONAL RAILWAY CO,,DRN,,CNIC34
CANAD PACIFI,CANADIAN PACIFIC RAILWAY LTD,,DRN,,CPRL34
CANON INC,CANON INC,,DRN,,CAJI34
CAPITAL ONE,CAPITAL ONE FINANCIAL CORP,,DRN,,CAON34
CAPRI HOLDI,CAPRI HOLDINGS LTD,,DRN,,CAPH34
CARDINAL HEA,CARDINAL HEALTH INC,,DRN,,C1AH34
CARMAX INC,CARMAX INC,,DRN,,K1MX34
CARNIVAL COR,CARNIVAL CORP,,DRN,,C1CL34
CARREFOUR BR,ATACADÃO S.A.,ON,NM,75.315.333/0001-09,CRFB3
CARRIER GLOB,CARRIER GLOBAL CORPORATION,,DRN,,C1RR34
CARTERS INC,CARTERS INC,,DRN,,CRIN34
CASAN,CIA CATARINENSE DE AGUAS E SANEAM.-CASAN,PN,,82.508.433/0001-17,CASN4
CASAN,CIA CATARINENSE DE AGUAS E SANEAM.-CASAN,ON,,82.508.433/0001-17,CASN3
CATERPILLAR,CATERPILLAR INC.,,DRN,,CATP34
CBOE GLOBAL,CBOE GLOBAL MARKETS INC,,DRN,,C1BO34
CBRE GROUP I,CBRE GROUP INC,,DRN,,C1BR34
CCR SA,CCR S.A.,ON,NM,02.846.056/0001-97,CCRO3
CDW CORP,CDW CORPORATION,,DRN,,C1DW34
CEA MODAS,CEA MODAS S.A.,ON,NM,45.242.914/0001-05,CEAB3
CEB,CIA ENERGETICA DE BRASILIA,PNB,,00.070.698/0001-11,CEBR6
CEB,CIA ENERGETICA DE BRASILIA,PNA,,00.070.698/0001-11,CEBR5
CEB,CIA ENERGETICA DE BRASILIA,ON,,00.070.698/0001-11,CEBR3
CEDRO,CIA FIACAO TECIDOS CEDRO CACHOEIRA,PN,N1,17.245.234/0001-00,CEDO4
CEDRO,CIA FIACAO TECIDOS CEDRO CACHOEIRA,ON,N1,17.245.234/0001-00,CEDO3
CEEE-D,CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,PN,N1,08.467.115/0001-00,CEED4
CEEE-D,CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,ON,N1,08.467.115/0001-00,CEED3
CEEE-GT,CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT,PN,N1,92.715.812/0001-31,EEEL4
CEEE-GT,CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT,ON,N1,92.715.812/0001-31,EEEL3
CEG,CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG,ON,,33.938.119/0001-69,CEGR3
CELANESE COR,CELANESE CORP,,DRN,,C1NS34
CELESC,CENTRAIS ELET DE SANTA CATARINA S.A.,PN,N2,83.878.892/0001-55,CLSC4
CELESC,CENTRAIS ELET DE SANTA CATARINA S.A.,ON,N2,83.878.892/0001-55,CLSC3
CELGPAR,CIA CELG DE PARTICIPACOES - CELGPAR,ON,,08.560.444/0001-93,GPAR3
CELPE,CIA ENERGETICA DE PERNAMBUCO - CELPE,PNB,,10.835.932/0001-08,CEPE6
CELPE,CIA ENERGETICA DE PERNAMBUCO - CELPE,PNA,,10.835.932/0001-08,CEPE5
CELPE,CIA ENERGETICA DE PERNAMBUCO - CELPE,ON,,10.835.932/0001-08,CEPE3
CEMEPE,CEMEPE INVESTIMENTOS S.A.,PN,,93.828.986/0001-73,MAPT4
CEMEPE,CEMEPE INVESTIMENTOS S.A.,ON,,93.828.986/0001-73,MAPT3
CEMIG,CIA ENERGETICA DE MINAS GERAIS - CEMIG,PN,N1,17.155.730/0001-64,CMIG4
CEMIG,CIA ENERGETICA DE MINAS GERAIS - CEMIG,ON,N1,17.155.730/0001-64,CMIG3
CENTAURO,GRUPO SBF SA,ON,NM,13.217.485/0001-11,CNTO3
CENTENE CORP,CENTENE CORP,,DRN,,C1NC34
CENTERPOINT,CENTERPOINT ENERGY INC,,DRN,,C1NP34
CERNER CORP,CERNER CORP,,DRN,,C1ER34
CESP,CESP - CIA ENERGETICA DE SAO PAULO,PNB,N1,60.933.603/0001-78,CESP6
CESP,CESP - CIA ENERGETICA DE SAO PAULO,PNA,N1,60.933.603/0001-78,CESP5
CESP,CESP - CIA ENERGETICA DE SAO PAULO,ON,N1,60.933.603/0001-78,CESP3
CF INDUSTRIE,CF INDUSTRIES HOLDINGS INC,,DRN,,C1FI34
CH ROBINSON,CH ROBINSON WORLDWIDE INC,,DRN,,C1HR34
CHARTER COMM,CHARTER COMMUNICATIONS INC,,DRN,,CHCM34
CHECK POINT,CHECK POINT SOFTWARE TECHNOLOGIES LTD,,DRN,,C1HK34
CHEVRON,CHEVRON CORPORATION,,DRN,,CHVX34
CHINA LIFE I,CHINA LIFE INSURANCE CO LTD,,DRN,,L1FC34
CHINA MOBILE,CHINA MOBILE LTD,,DRN,,C1HL34
CHINA PETROL,CHINA PETROLEUM & CHEMICAL CORP,,DRN,,C1HI34
CHIPOTLE MEX,CHIPOTLE MEXICAN GRILL INC,,DRN,,C1MG34
CHUBB LTD,CHUBB LTD,,DRN,,C1BL34
CHUNGHWA TEL,CHUNGHWA TELECOM CO LTD,,DRN,,C1HT34
CHURCH DWIGH,CHURCH & DWIGHT CO INC,,DRN,,CHDC34
CIA HERING,CIA HERING,ON,NM,78.876.950/0001-71,HGTX3
CIBRASEC,CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO,,,02.105.040/0001-23,CBSC-CRA19B0
CIBRASEC,CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO,,,02.105.040/0001-23,CBSC-CRA1BB0
CIELO,CIELO S.A.,ON,NM,01.027.058/0001-91,CIEL3
CIGNA CORP,Cigna Corp,,DRN,,C1IC34
CIMS,CIMS S.A.,PN,,00.272.185/0001-93,CMSA4
CIMS,CIMS S.A.,ON,,00.272.185/0001-93,CMSA3
CINCINNATI,CINCINNATI FINANCIAL CORP,,DRN,,CINF34
CINESYSTEM,CINESYSTEM S.A.,ON,MA,07.437.016/0001-05,CNSY3
CINTAS CORP,CINTAS CORP,,DRN,,C1TA34
CISCO,CISCO SYSTEMS. INC.,,DRN,,CSCO34
CITIGROUP,CITIGROUP INC.,,DRN,,CTGP34
CITIZENS FIN,CITIZENS FINANCIAL GROUP INC,,DRN,,C1FG34
CITRIX SYSTE,CITRIX SYSTEMS INC,,DRN,,C1TX34
CLOROX CO,CLOROX COMPANY,,DRN,,CLXC34
CME GROUP,CME GROUP INC.,,DRN,,CHME34
CMS ENERGY C,CMS ENERGY CORP,,DRN,,C1MS34
CNOOC LTD,CNOOC LTD,,DRN,,C1EO34
COCA COLA,THE COCA-COLA COMPANY,,DRN,,COCA34
COELBA,CIA ELETRICIDADE EST. DA BAHIA - COELBA,PNB,,15.139.629/0001-94,CEEB6
COELBA,CIA ELETRICIDADE EST. DA BAHIA - COELBA,PNA,,15.139.629/0001-94,CEEB5
COELBA,CIA ELETRICIDADE EST. DA BAHIA - COELBA,ON,,15.139.629/0001-94,CEEB3
COELCE,CIA ENERGETICA DO CEARA - COELCE,PNB,,07.047.251/0001-70,COCE6
COELCE,CIA ENERGETICA DO CEARA - COELCE,PNA,,07.047.251/0001-70,COCE5
COELCE,CIA ENERGETICA DO CEARA - COELCE,ON,,07.047.251/0001-70,COCE3
COGNA ON,COGNA EDUCAÇÃO S.A.,ON,NM,02.800.026/0001-40,COGN3
COGNIZANT,COGNIZANT TECHNOLOGY SOLUTIONS,,DRN,,CTSH34
COLGATE,COLGATE-PALMOLIVE COMPANY,,DRN,,COLG34
COMCAST,COMCAST CORPORATION,,DRN,,CMCS34
COMERICA INC,COMERICA INC,,DRN,,C1MA34
COMGAS,CIA GAS DE SAO PAULO - COMGAS,PNA,,61.856.571/0001-17,CGAS5
COMGAS,CIA GAS DE SAO PAULO - COMGAS,ON,,61.856.571/0001-17,CGAS3
CONAGRA BRAN,CONAGRA BRANDS INC,,DRN,,C1AG34
CONC RIO TER,CONC RIO-TERESOPOLIS S.A.,PNA,MB,00.938.574/0001-05,CRTE5B
CONC RIO TER,CONC RIO-TERESOPOLIS S.A.,ON,MB,00.938.574/0001-05,CRTE3B
CONCHO RESOU,CONCHO RESOURCES INC,,DRN,,C1XO34
CONSOLIDATED,Consolidated Edison Inc,,DRN,,E1DI34
CONST A LIND,CONSTRUTORA ADOLPHO LINDENBERG S.A.,PN,,61.022.042/0001-18,CALI4
CONST A LIND,CONSTRUTORA ADOLPHO LINDENBERG S.A.,ON,,61.022.042/0001-18,CALI3
CONSTELLATIO,CONSTELLATION BRANDS INC,,DRN,,STZB34
